slice_size,avg_time_s,peak_memory_mb
100000,0.42743726600019727,3.5148452123006186
250000,1.0676804430016393,8.84798526763916
500000,2.2748217769985786,17.758721351623535
750000,3.2992788373376243,27.045971870422363
1000000,4.368096960674545,35.631866137186684
