pattern_length,n,time_seconds_mean,time_seconds_min,time_seconds_max,peak_memory_mb,matches_found
5,1000000,0.10943956870032708,0.10657798300962895,0.11782684500212781,1.000248908996582,1211
10,1000000,0.11055834630096797,0.10831804999907035,0.11277170600078534,0.953953742980957,4
20,1000000,0.11067693590011914,0.10702457500156015,0.1133186960068997,0.953862190246582,1
50,1000000,0.11103435349650681,0.10806892099208198,0.11583606599015184,0.953862190246582,1
100,1000000,0.11269376059935894,0.10678543499670923,0.12218248700082768,0.953862190246582,1
200,1000000,0.11820977419993142,0.1143385670002317,0.1299310169997625,0.953862190246582,1
400,1000000,0.11202936269837664,0.10616354299418163,0.13271750400599558,0.953892707824707,1
800,1000000,0.11038951379741775,0.10652360100357328,0.12011488300049677,0.953892707824707,1
