slice_size,avg_time_s,peak_memory_mb
100000,0.011481928668217734,0.09552478790283203
250000,0.02757097399929383,0.23926162719726562
500000,0.05422682367012991,0.4801807403564453
750000,0.08447058166590675,0.7186670303344727
1000000,0.10869549500057474,0.9570856094360352
