slice_size,avg_time_s,peak_memory_mb
100000,0.010393044668793058,0.09552478790283203
250000,0.026390423333699193,0.23926162719726562
500000,0.0524430999988302,0.4802255630493164
750000,0.07829051966352078,0.7186670303344727
1000000,0.10440935399674345,0.9570856094360352
