pattern_length,n,k,time_seconds_mean,time_seconds_min,time_seconds_max,peak_memory_mb,matches_found,bitmask_time_ms,bit_operations,state_vectors,implementation
5,100000,1,1.238812673802022,0.693315900003654,1.3175828880048357,7.011634254455567,79105,0.0070250098360702395,1220895,2,single-word
10,100000,1,1.0995764983963454,0.9361189320043195,1.6784126080019632,8.344771766662598,94718,0.009139999747276306,1205282,2,single-word
20,100000,1,1.6875037591002182,0.9804242039972451,2.195818503998453,8.728337287902832,99646,0.01614000939298421,1200354,2,single-word
50,100000,1,1.9664523746017948,1.115802779007936,2.235563988011563,8.756604194641113,99999,0.03122301131952554,1200001,2,single-word
64,100000,1,2.1681017973969574,2.112213692991645,2.2116323259979254,8.756447792053223,99997,0.04036999598611146,1200003,2,single-word
