slice_size,avg_time_s,peak_memory_mb
100000,0.010849205330790332,0.09869003295898438
250000,0.026896800331693765,0.24146461486816406
500000,0.05434992866745839,0.48020362854003906
750000,0.07944406500124994,0.7186670303344727
1000000,0.10593250600019626,0.9570856094360352
