pattern_length,n,time_seconds_mean,time_seconds_min,time_seconds_max,peak_memory_mb,matches_found,bitmask_time_ms,bit_operations,state_vectors,implementation
100,10233,0.14556613349705003,0.14262496399169322,0.15160932400613092,0.3573589324951172,10230,0.06586799281649292,153495,2,multi-word
200,10233,0.21097170250141062,0.15838405200338457,0.2492213319928851,0.31705665588378906,9028,0.11554699449334294,296757,4,multi-word
400,10233,0.2528683947006357,0.205181839002762,0.36442710099800024,0.35488319396972656,10129,0.20845999824814498,511650,7,multi-word
800,10233,0.5811618039035238,0.4418357500107959,0.6575904060009634,0.3574848175048828,10227,0.39854200440458953,941436,13,multi-word
