pattern_length,n,time_seconds_mean,time_seconds_min,time_seconds_max,peak_memory_mb,matches_found
5,1000000,0.1040859178014216,0.10315718699712306,0.10726941999746487,1.026799201965332,1888
10,1000000,0.10374346550088376,0.10319382599845994,0.1069632060098229,0.953923225402832,3
20,1000000,0.10330225569923641,0.10282294999342412,0.10514809699088801,0.953862190246582,1
50,1000000,0.10321800499805249,0.10294583199720364,0.10357270899112336,0.953862190246582,1
100,1000000,0.10349255149922101,0.10272729200369213,0.10531415999867022,0.953862190246582,1
200,1000000,0.10392202350049047,0.10271682299207896,0.11296930800017435,0.953862190246582,1
400,1000000,0.1033291030995315,0.10308609799540136,0.10362733399961144,0.953892707824707,1
800,1000000,0.1037889172002906,0.1033253070054343,0.10427372899721377,0.953892707824707,1
