slice_size,avg_time_s,peak_memory_mb
100000,0.010272817002260126,0.09552478790283203
250000,0.026205254670154925,0.23926162719726562
500000,0.051269580333610065,0.4802255630493164
750000,0.07733630366662207,0.7186222076416016
1000000,0.10310139266948681,0.9570856094360352
