pattern_length,n,time_seconds_mean,time_seconds_min,time_seconds_max,peak_memory_mb,matches_found
5,1000000,0.10328514700086089,0.102686515005189,0.10453409599722363,0.993168830871582,1015
10,1000000,0.1033713398996042,0.10255718199186958,0.10616475700226147,0.953862190246582,1
20,1000000,0.1035256664006738,0.10264662999543361,0.10625113899004646,0.953862190246582,1
50,1000000,0.10410180099715945,0.10258791799424216,0.10608980499091558,0.953862190246582,1
100,1000000,0.10448841349716531,0.10256713799026329,0.10607649899611715,0.953862190246582,1
200,1000000,0.1037818392025656,0.10267958001350053,0.10612186399521306,0.953862190246582,1
400,1000000,0.10527793469809694,0.10476694100361783,0.10606341299717315,0.9547319412231445,1
800,1000000,0.10357155890087597,0.10300534199632239,0.10644228699675296,0.953892707824707,1
