pattern_length,n,k,time_seconds_mean,time_seconds_min,time_seconds_max,peak_memory_mb,matches_found,bitmask_time_ms,bit_operations,state_vectors,implementation
5,100000,1,1.27614031679841,0.809793462001835,1.3965989049902419,6.666091346740723,75731,0.006377988029271364,1224269,2,single-word
10,100000,1,1.2493723269013572,0.7953326989954803,1.8488294300041161,8.309520149230957,94281,0.00825499591883272,1205719,2,single-word
20,100000,1,1.1439548462978564,1.076771893989644,1.2615980359987589,8.72731876373291,99634,0.010348012438043952,1200366,2,single-word
50,100000,1,1.2546380728963413,1.1061336359998677,1.6766436109901406,8.756386756896973,99997,0.017662998288869858,1200003,2,single-word
64,100000,1,1.2547569966001901,1.11674522300018,1.567814363996149,8.756321907043457,99996,0.02403798862360418,1200004,2,single-word
