slice_size,avg_time_s,peak_memory_mb
100000,0.010600303668373575,0.09552478790283203
250000,0.026921236334601417,0.23928451538085938
500000,0.05311867600054635,0.48024845123291016
750000,0.08045047833487236,0.7186670303344727
1000000,0.10770359599943428,0.9570856094360352
