slice_size,avg_time_s,peak_memory_mb
100000,0.010631890332054658,0.09552478790283203
250000,0.026098946667237517,0.23926162719726562
500000,0.05487604999992376,0.4802255630493164
750000,0.07738755066626861,0.7186670303344727
1000000,0.1038253323349636,0.9570627212524414
