slice_size,avg_time_s,peak_memory_mb
100000,0.010267682334718605,0.09555530548095703
250000,0.02623360299912747,0.23926162719726562
500000,0.05230462666562138,0.4802417755126953
750000,0.07755674300036237,0.7186832427978516
1000000,0.10464038666395936,0.9571237564086914
