slice_size,avg_time_s,peak_memory_mb
100000,0.010741241334471852,0.09552478790283203
250000,0.027355545331374742,0.23926162719726562
500000,0.05444307200377807,0.4802255630493164
750000,0.0806043639992519,0.7185993194580078
1000000,0.10898535533245497,0.9570627212524414
