slice_size,avg_time_s,peak_memory_mb
100000,0.010387475665387077,0.09552478790283203
250000,0.02640148033484972,0.23928451538085938
500000,0.05181488466526692,0.48024845123291016
750000,0.07823878066847101,0.7186670303344727
1000000,0.10453755433748786,0.9570856094360352
