pattern_length,n,k,time_seconds_mean,time_seconds_min,time_seconds_max,peak_memory_mb,matches_found,bitmask_time_ms,bit_operations,state_vectors,implementation
5,100000,1,0.7997950025004684,0.6655164419935318,1.0674228110001422,6.59841022491455,74881,0.006384012522175908,1225119,2,single-word
10,100000,1,1.125717149900447,0.912383064001915,1.815266124001937,8.325755500793457,94482,0.01212199276778847,1205518,2,single-word
20,100000,1,1.49194369649922,1.1476174889976392,2.152245202989434,8.732285499572754,99696,0.010627001756802201,1200304,2,single-word
50,100000,1,1.6533235021997825,1.1376144149980973,2.281079555003089,8.75646686553955,99998,0.01784099731594324,1200002,2,single-word
64,100000,1,1.3299505812959977,1.136125324992463,1.5044412369898055,8.756321907043457,99996,0.021782005205750465,1200004,2,single-word
