slice_size,avg_time_s,peak_memory_mb
100000,0.01090517766715493,0.09552478790283203
250000,0.026829052333293173,0.24186038970947266
500000,0.05383073566675497,0.4799308776855469
750000,0.08005819866957609,0.7186975479125977
1000000,0.10686001033172943,0.9571161270141602
