pattern_length,n,time_seconds_mean,time_seconds_min,time_seconds_max,peak_memory_mb,matches_found,bitmask_time_ms,bit_operations,state_vectors,implementation
100,11972,0.18986326959857253,0.16021203200216405,0.29792393700336106,0.4157533645629883,11967,0.06483100878540426,179580,2,multi-word
200,11972,0.3009864609019132,0.24450746399816126,0.34984225599328056,0.38400745391845703,10750,0.11225100024603307,347188,4,multi-word
400,11972,0.30471751480072273,0.23863984500349034,0.426099971999065,0.41181278228759766,11818,0.1010429987218231,598600,7,multi-word
800,11972,0.6712556582991965,0.4081235519988695,0.737519030997646,0.4158296585083008,11967,0.42177599971182644,1101424,13,multi-word
