pattern_length,n,k,time_seconds_mean,time_seconds_min,time_seconds_max,peak_memory_mb,matches_found,bitmask_time_ms,bit_operations,state_vectors,implementation
5,100000,1,1.3705602685993654,1.2994879839970963,1.7717504479951458,6.849887275695801,78027,0.014446995919570327,1221973,2,single-word
10,100000,1,2.0546587182005167,1.872380857996177,2.148613921002834,8.332995796203614,94573,0.01164199784398079,1205427,2,single-word
20,100000,1,2.165052361798007,2.1121619429904968,2.217498815007275,8.734238624572754,99720,0.017431986634619534,1200280,2,single-word
50,100000,1,2.1841150150008617,2.1225484809983755,2.241878734988859,8.756257057189941,99995,0.03358899266459048,1200005,2,single-word
64,100000,1,2.0840449468014413,1.4608178539929213,2.194228260006639,8.756352424621582,99996,0.02456099900882691,1200004,2,single-word
