pattern_length,n,k,time_seconds_mean,time_seconds_min,time_seconds_max,peak_memory_mb,matches_found,bitmask_time_ms,bit_operations,state_vectors,implementation
5,100000,2,1.3876081910013454,1.3226844559976598,1.4341076530108694,6.8491418838500975,78027,0.008076996891759336,2043946,3,single-word
10,100000,2,1.5901002272978075,1.4396636939927703,1.828585846000351,8.333056831359864,94573,0.009381998097524047,2010854,3,single-word
20,100000,2,2.1553917486962746,1.53353430799325,2.85193455600529,8.734299659729004,99720,0.016947000403888524,2000560,3,single-word
50,100000,2,2.272351351303223,1.4660427990020253,2.9236890310130548,8.756329536437988,99995,0.032347001251764596,2000010,3,single-word
64,100000,2,1.7468568188982316,1.393352667990257,2.6734742440021364,8.756436347961426,99996,0.020970997866243124,2000008,3,single-word
